,Date,wyt_sac,trinity_inflow,whiskeytown_inflow,shasta_inflow,oroville_inflow,folsom_inflow,month,year,trinity_inflow_1m,trinity_inflow_2m,trinity_inflow_3m,trinity_inflow_4m,whiskeytown_inflow_1m,whiskeytown_inflow_2m,whiskeytown_inflow_3m,whiskeytown_inflow_4m,shasta_inflow_1m,shasta_inflow_2m,shasta_inflow_3m,shasta_inflow_4m,oroville_inflow_1m,oroville_inflow_2m,oroville_inflow_3m,oroville_inflow_4m,folsom_inflow_1m,folsom_inflow_2m,folsom_inflow_3m,folsom_inflow_4m
1114,2014-08-31,C,2.7,0.0,155.4,67.8,35.3,August,2014,7.6,12.4,31.6,76.2,0.0,0.0,0.0,8.3,149.8,155.4,200.8,359.4,75.2,79.3,125.9,284.3,36.2,61.4,161.0,236.3
1115,2014-09-30,C,5.9,0.0,138.9,62.7,33.9,September,2014,2.7,7.6,12.4,31.6,0.0,0.0,0.0,0.0,155.4,149.8,155.4,200.8,67.8,75.2,79.3,125.9,35.3,36.2,61.4,161.0
1116,2014-10-31,C,18.6,3.0,182.2,66.0,12.9,October,2014,5.9,2.7,7.6,12.4,0.0,0.0,0.0,0.0,138.9,155.4,149.8,155.4,62.7,67.8,75.2,79.3,33.9,35.3,36.2,61.4
1117,2014-11-30,C,31.0,2.3,186.4,88.0,32.1,November,2014,18.6,5.9,2.7,7.6,3.0,0.0,0.0,0.0,182.2,138.9,155.4,149.8,66.0,62.7,67.8,75.2,12.9,33.9,35.3,36.2
1118,2014-12-31,C,270.7,70.9,931.2,574.8,207.7,December,2014,31.0,18.6,5.9,2.7,2.3,3.0,0.0,0.0,186.4,182.2,138.9,155.4,88.0,66.0,62.7,67.8,32.1,12.9,33.9,35.3
1119,2015-01-31,C,80.9,9.8,317.7,173.5,64.4,January,2015,270.7,31.0,18.6,5.9,70.9,2.3,3.0,0.0,931.2,186.4,182.2,138.9,574.8,88.0,66.0,62.7,207.7,32.1,12.9,33.9
1120,2015-02-28,D,289.0,63.8,720.7,438.9,233.1,February,2015,80.9,270.7,31.0,18.6,9.8,70.9,2.3,3.0,317.7,931.2,186.4,182.2,173.5,574.8,88.0,66.0,64.4,207.7,32.1,12.9
1121,2015-03-31,D,65.4,10.1,262.2,155.1,89.3,March,2015,289.0,80.9,270.7,31.0,63.8,9.8,70.9,2.3,720.7,317.7,931.2,186.4,438.9,173.5,574.8,88.0,233.1,64.4,207.7,32.1
1122,2015-04-30,C,55.3,7.7,220.8,116.1,86.2,April,2015,65.4,289.0,80.9,270.7,10.1,63.8,9.8,70.9,262.2,720.7,317.7,931.2,155.1,438.9,173.5,574.8,89.3,233.1,64.4,207.7
1123,2015-05-31,C,39.5,4.1,185.1,94.2,94.9,May,2015,55.3,65.4,289.0,80.9,7.7,10.1,63.8,9.8,220.8,262.2,720.7,317.7,116.1,155.1,438.9,173.5,86.2,89.3,233.1,64.4
1124,2015-06-30,C,18.0,1.7,164.5,86.6,46.2,June,2015,39.5,55.3,65.4,289.0,4.1,7.7,10.1,63.8,185.1,220.8,262.2,720.7,94.2,116.1,155.1,438.9,94.9,86.2,89.3,233.1
1125,2015-07-31,C,9.0,1.0,150.7,72.1,32.6,July,2015,18.0,39.5,55.3,65.4,1.7,4.1,7.7,10.1,164.5,185.1,220.8,262.2,86.6,94.2,116.1,155.1,46.2,94.9,86.2,89.3
1126,2015-08-31,C,5.1,1.2,137.0,62.2,24.5,August,2015,9.0,18.0,39.5,55.3,1.0,1.7,4.1,7.7,150.7,164.5,185.1,220.8,72.1,86.6,94.2,116.1,32.6,46.2,94.9,86.2
1127,2015-09-30,C,6.8,1.0,142.8,58.2,18.0,September,2015,5.1,9.0,18.0,39.5,1.2,1.0,1.7,4.1,137.0,150.7,164.5,185.1,62.2,72.1,86.6,94.2,24.5,32.6,46.2,94.9
